Record ID,Category,Prompt Preview,检查是否完成,是否存在Viewer失败项,是否待仿真,标注版本,零件拆分与活动属性是否合理,零件数量和种类是否符合描述,必要结构是否完整,几何形状、尺寸和比例是否合理,零件位置、朝向与装配关系是否合理,初始状态是否不存在非预期穿插、悬浮或脱离,父子关系与连接对象是否正确,活动零件是否具有对应的运动学关节,运动学关节类型是否正确,运动学关节的位置与轴向是否正确,运动学关节的运动范围是否合理,活动零件是否具有可信的实体连接或支撑结构,运动过程中是否不存在非预期穿模或几何干涉,多部件机构的连接与运动关系是否合理,Notes,Annotator,Legacy Failure Types,Legacy Source,Legacy Conversion Notes,Created At,Updated At
rec_palm_with_multiple_uncoupled_finger_chains_1226e6e9dfae4933be79bf3c52dd3627,Palm with multiple uncoupled finger chains,A mechanical palm plate with three forward finger chains and one side thumb chain for a simple gripper hand. The palm is a flat plate with separate knuckle m...,是,是,否,new,满足,满足,满足,满足,满足,不满足,满足,满足,满足,满足,满足,满足,不满足,不涉及,,xuge,,,,2026-07-19T01:10:46.644664+00:00,2026-07-29T23:53:59.333090+00:00
rec_air_pump_with_t_handle_bb8a3ad3760a48bbbbb2f6a2d5f5f34a,Air pump with T-handle,"A bicycle track pump with a steel barrel, a broad T-handle, a round pressure gauge near the base, and a hose parked against the body, plus a small pressure-r...",是,是,否,new,满足,满足,满足,满足,不满足,不满足,满足,满足,满足,满足,满足,不满足,满足,满足,,wanglin,,,,2026-07-19T14:48:41.390553+00:00,2026-07-29T23:53:59.333090+00:00
rec_air_purifier_with_filter_door_78b8ba69a3644700953d6de891fe0e85,Air purifier with filter door,A small bedside personal air purifier with a round cylindrical tower housing and a twist-off top cap for filter access. The top cap rotates as a revolute joi...,是,是,否,new,满足,满足,不满足,满足,满足,不满足,满足,满足,满足,满足,满足,不满足,满足,满足,,wanglin,,,,2026-07-19T14:52:10.722593+00:00,2026-07-29T23:53:59.333090+00:00
rec_all_in_one_printer_with_scanner_lid_and_paper_tray_401e9042a65b4e4c84b3193175918b05,All-in-one printer with scanner lid and paper tray,"A tall all-in-one printer with an automatic document feeder lid, a front paper cassette, a side service door, and a tilting front touchscreen panel surrounde...",是,是,否,new,满足,满足,满足,满足,满足,不满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T14:54:06.636621+00:00,2026-07-29T23:53:59.333090+00:00
rec_arcade_machine_47acfa133aff429f826dc960ef847b9a,Arcade Machine,"A two-player upright arcade machine with a broad control deck, a central monitor bay, and a lower service hatch below the coin slots. The service hatch rotat...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,missing_part; invalid_axis_or_range; missing_dynamics,新版原始标注（覆盖旧版前350条）,该 Record ID 同时出现在旧版前350条和新版235条中，最终采用新版原始细粒度标注。旧版与新版的 Viewer 是否失败结论不一致。,2026-07-19T14:56:59.454560+00:00,2026-07-29T23:53:59.333090+00:00
rec_create-a-simple-office-desk-lamp-with-a-weighted_20260426_043517_753346_bec61660,Articulated task lamp,"Create a simple office desk lamp with a weighted base, lower arm, upper arm, and tilting lamp head. Use clear hinge joints at the base and elbow, keep the ge...",是,否,否,new,满足,满足,满足,满足,满足,满足,不涉及,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T14:58:14.324750+00:00,2026-07-29T23:53:59.333090+00:00
rec_astronomical_telescope_on_tripod_b6c43a69e11e4854bf06422f113d9b7d,Astronomical telescope on tripod,A video astronomy tracking telescope with a short fat imaging Newtonian on a motorized single-arm alt-az mount. The telescope tube clamps in a vixen saddle o...,是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T14:59:44.294403+00:00,2026-07-29T23:53:59.333090+00:00
rec_create-a-realistic-articulated-3d-model-of-an-at_20260318_172037_db400e0e,ATV quad bike,"Create a realistic articulated 3D model of an ATV (quad bike) with four wheels, front steering, handlebars, seat, footrests, suspension, frame, fenders, and...",是,是,否,new,满足,满足,不满足,满足,满足,不满足,满足,不满足,满足,满足,满足,满足,满足,满足,,wanglin,,新版原始标注（覆盖旧版前350条）,该 Record ID 同时出现在旧版前350条和新版235条中，最终采用新版原始细粒度标注。旧版与新版的 Viewer 是否失败结论不一致。,2026-07-19T15:00:38.622325+00:00,2026-07-29T23:53:59.333090+00:00
rec_barrier_gate_fae73e3eb6984a6a8b3e62ca0a47679a,Barrier gate,"A realistic, highly detailed barrier gate with a solid base housing, long gate arm, and visible control hardware. The gate arm articulates naturally, and the...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:01:25.898815+00:00,2026-07-29T23:53:59.333090+00:00
rec_panini_press_with_clamshell_lid_1e6c986dda874fd6a176cd1becc0658d,Panini press with clamshell lid,"A family-size panini grill with a wide rectangular base, a thick insulated clamshell lid, and a latch tab at the front lip. The lid rotates open on a rear ho...",是,是,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,不满足,不涉及,,xuge,,,,2026-07-19T15:09:23.153817+00:00,2026-07-29T23:53:59.333090+00:00
rec_paper_cutter_guillotine_0003,Paper cutter guillotine,"A heavy office paper cutter with a long straight blade arm and a rectangular base. The base carries a printed alignment bed and a fixed side fence, while the...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,xuge,,,,2026-07-19T15:13:43.164548+00:00,2026-07-29T23:53:59.333090+00:00
rec_bell_tower_with_swinging_bell_2f0ad6cf7c17417ab1291268aa663643,Bell tower with swinging bell,"A timber-frame bell cote with two raked upright posts meeting at a gabled apex, a bronze bell hanging from an arched yoke on a revolute joint at the apex rid...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:15:54.291380+00:00,2026-07-29T23:53:59.333090+00:00
rec_bench_vise_with_prismatic_jaw_0002,Bench vise with prismatic jaw,"A traditional woodworking leg vise with a wide flat screw-threaded face jaw pivoting outward from a guide pin at the bottom, an iron parallel guide rod runni...",是,是,否,new,不满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:17:09.597918+00:00,2026-07-29T23:53:59.333090+00:00
rec_paper_shredder_with_pullout_bin_257c3a6bda134b71a21b4f3fdebb6e88,Paper shredder with pullout bin,"A compact paper shredder with a boxy upper head, a translucent pullout bin, and a front panel carrying a rotary mode knob beside three distinct buttons. The...",是,是,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,不满足,满足,不涉及,,xuge,,,,2026-07-19T15:17:34.266660+00:00,2026-07-29T23:53:59.333090+00:00
rec_benchtop_monocular_laboratory_microscope_660cc8661bc54d2daf770dafb4efe269,Benchtop Monocular Laboratory Microscope,"A metal-bodied monocular microscope with a deep base, an upright arm, a revolving objective nosepiece, and a rectangular slide stage with two guide controls,...",是,是,否,new,不满足,满足,不满足,满足,满足,不满足,满足,不满足,满足,满足,满足,不满足,满足,满足,,wanglin,,,,2026-07-19T15:18:24.672156+00:00,2026-07-29T23:53:59.333090+00:00
rec_parabolic_dish_on_azimuth_elevation_mount_7f8512f01f3c4faf96101c5b596b1cf0,Parabolic dish on azimuth-elevation mount,"A survey dish on a triangular base with a side tilt bracket. The reflector is fixed to a back frame carried between two side arms, and the side arms stand on...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,不涉及,,xuge,,,,2026-07-19T15:18:48.824594+00:00,2026-07-29T23:53:59.333090+00:00
rec_bicycle_crankset_and_pedal_assembly_815cd8c51ee342719a051869fe2b7325,Bicycle crankset and pedal assembly,"An e-bike torque-sensing crankset with a wide cylindrical bottom-bracket shell, two crank arms on the spindle ends, and a large chainring. The spindle and bo...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:19:20.184727+00:00,2026-07-29T23:53:59.333090+00:00
rec_pedal_trash_bin_with_hinged_lid_a93ca13b041f421b997abaf1fd4728ec,Pedal trash bin with hinged lid,"A slim bathroom step bin with a narrow body, a gently domed lid, and a low front pedal, plus a small inner-bucket handle visible below the lid line. the prop...",是,是,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,不满足,不满足,不涉及,,xuge,,,,2026-07-19T15:23:19.168285+00:00,2026-07-29T23:53:59.333090+00:00
rec_bicycle_dropper_seatpost_assembly_286c921428ff433786e22f9ea5de2ed4,Bicycle dropper seatpost assembly,"A hydraulic dropper seatpost with a wide-diameter round outer tube clamped by a seat-tube binder ring, an inner hydraulic post extending on a prismatic joint...",是,是,否,new,满足,满足,不满足,满足,满足,不满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:23:34.396411+00:00,2026-07-29T23:53:59.333090+00:00
rec_bicycle_fork_and_handlebar_assembly_8cd0ec4d04fa466085adc8318c629061,Bicycle fork and handlebar assembly,A track bike fork with a round carbon steerer and a set of deep-drop track handlebars on a quill stem. The quill stem inserts into the steerer on a prismatic...,是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:24:12.409118+00:00,2026-07-29T23:53:59.333090+00:00
rec_binoculars_fc9fc306c6f8437683635fccb0369257,Binoculars,"A compact 8x21 theatre binocular with two slim objective barrel housings joined on a central revolute hinge, a center focus knob on a revolute joint at the b...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:25:19.374997+00:00,2026-07-29T23:53:59.333090+00:00
rec_blender_204882f3c5ab4e2f94f686d71135c901,Blender,A wide-mouth soup blender with a tall wide cylindrical jug on a round base. The jug locks on the base with a revolute twist mount. A hinged pour spout lid on...,是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:29:33.542893+00:00,2026-07-29T23:53:59.333090+00:00
rec_blimp_bfaae9ad267842f88c15e275a1effa76,Blimp,"A sightseeing blimp with a streamlined main envelope, a long passenger cabin, and one propeller pod mounted on each side near the cabin, plus vectoring engin...",是,是,否,new,不满足,满足,不满足,满足,满足,不满足,满足,不满足,满足,满足,满足,不满足,满足,满足,,wanglin,,,,2026-07-19T15:30:33.558270+00:00,2026-07-29T23:53:59.333090+00:00
rec_box_fan_with_control_knob_a60c8de280fe4b0bb9ede3d809e01398,Box fan with control knob,A desk personal box fan with a round housing on a horizontal tilt stand. The housing rotates continuously about its vertical axis for oscillation. The housin...,是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:31:17.023696+00:00,2026-07-29T23:53:59.333090+00:00
rec_branching_tree_with_three_independent_rotary_branches_54f3f9b9686e443e9d7f91f87d923b6e,Branching tree with three independent rotary branches,"A tower-mounted three-branch rotary stand. A heavy base and short tower carry three radial arms on separate collars, with each arm kept as a single rigid mem...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:31:48.000837+00:00,2026-07-29T23:53:59.333090+00:00
rec_pet_door_flap_1693957a58a54981a2599a6d29d61717,Pet door flap,"A cat flap assembly with a rectangular frame, a rigid swinging flap, and a four-way selector dial. The flap hangs from the top edge inside the frame hood, an...",是,是,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,不满足,满足,不满足,不涉及,,xuge,,,,2026-07-19T15:33:16.506060+00:00,2026-07-29T23:53:59.333090+00:00
rec_branching_tree_with_two_independent_rotary_branches_0b2bb69a478c46ea9ef4516c12cfebe9,Branching tree with two independent rotary branches,"A rack-style two-branch rotary tree. A grounded upright spine carries two branch modules on separate side saddles, with each branch ending in a different sim...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:34:24.378392+00:00,2026-07-29T23:53:59.333090+00:00
rec_bread_maker_with_hinged_lid_baf7860b9f9341038baba7e8a7e88687,Bread maker with hinged lid,"A stainless bread maker with a glass lid, a small ingredient trap door in the lid, and a front control bank carrying two dials plus a start button. The lid r...",是,是,否,new,满足,满足,不满足,满足,满足,不满足,满足,满足,满足,满足,满足,不满足,满足,满足,,wanglin,,,,2026-07-19T15:36:07.097512+00:00,2026-07-29T23:53:59.333090+00:00
rec_camcorder_with_flipout_screen_c0e525a2c15c48f2a7d03c53f846c765,Camcorder with flip-out screen,"A home-video camcorder with a compact body, a hand strap, a flip-out side screen, and a front zoom lens, plus three small front-side buttons below the screen...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:38:03.105830+00:00,2026-07-29T23:53:59.333090+00:00
rec_camera_flash_5429b662e9ab4e3eae11495d646eb94d,Camera flash,"A full-size speedlight with a deep battery housing, a tall neck, and a wide flash head with rounded side cheeks, plus a rear control panel with several raise...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:38:41.217966+00:00,2026-07-29T23:53:59.333090+00:00
rec_camera_lens_dd553009d50644f5bcd7680b4fb9359e,Camera Lens,"A super-telephoto prime lens with a long alloy barrel on a detachable rotating collar foot, the collar spinning on a continuous revolute joint at the barrel...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,,,,2026-07-19T15:39:37.972877+00:00,2026-07-29T23:53:59.333090+00:00
rec_candy_vending_machine_2fdcbef7f78046d2af39c8ca76a20d2b,Candy Vending Machine,A twin-globe candy vendor with two clear round bowls mounted side by side above a shared metal base and a central collection cup. Each bowl has its own dispe...,是,是,否,new,不满足,满足,不满足,满足,满足,不满足,满足,满足,满足,满足,满足,不满足,满足,满足,,wanglin,missing_dynamics,新版原始标注（覆盖旧版前350条）,该 Record ID 同时出现在旧版前350条和新版235条中，最终采用新版原始细粒度标注。旧版与新版的 Viewer 是否失败结论一致。,2026-07-19T15:41:42.156601+00:00,2026-07-29T23:53:59.333090+00:00
rec_pickup_tailgate_582a2730148b4460a669993d7cb46042,Pickup tailgate,A side-swing pickup tailgate with a spare-tire cutout and a latch lever. The gate panel is mounted to one rear bed corner on vertical hinges and closes again...,是,是,否,new,满足,满足,满足,满足,满足,不满足,满足,满足,满足,满足,满足,不满足,满足,不涉及,,xuge,,,,2026-07-19T15:41:45.441940+00:00,2026-07-29T23:53:59.333090+00:00
rec_cannon_d801d8f6a3e2406cbac4a0e44f9491a6,Cannon,"A Civil War 3-inch ordnance rifle with a wrought-iron barrel on trunnion revolute joints in a two-wheel oak trail carriage, iron-spoked wheels on revolute ax...",是,否,否,new,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,满足,,wanglin,missing_dynamics,新版原始标注（覆盖旧版前350条）,该 Record ID 同时出现在旧版前350条和新版235条中，最终采用新版原始细粒度标注。旧版与新版的 Viewer 是否失败结论不一致。,2026-07-19T15:42:17.341175+00:00,2026-07-29T23:53:59.333090+00:00
